4.3;503.272;34.5;22.88;15.1;64.33;-7.13;-7.77;2.33;180;-11.33;22.48;21.81;14.57
14.6;1708.784;33.4;21.81;14.57;64.67;-7.22;-7.87;2.17;180;-11.48;22.51;22.35;16.15
11.7;1369.368;32.8;22.35;16.15;65;-7.3;-7.95;2;180;-11.1;22.5;22.41;14.54
13.1;1533.224;37.2;22.41;14.54;65.33;-7.38;-8.03;1.83;180;-11.22;21.54;22.51;15.11
13.5;1580.04;34.4;22.51;15.11;65.67;-7.47;-8.13;1.67;180;-11.24;22.59;22.26;14.71
7.3;854.392;32.6;22.26;14.71;66;-7.55;-8.21;1.5;180;-11.43;22.34;23.54;14.73
14.2;1661.968;28.7;23.54;14.73;66.33;-7.63;-8.29;1.33;180;-11.68;23.38;23.09;15.14
4.4;514.976;30.7;23.09;15.14;66.67;-7.72;-8.39;1.17;180;-11.46;22.66;22.12;15.29
9.2;1076.768;34.9;22.12;15.29;67;-7.8;-8.47;1;180;-11.86;22.67;22.82;15.74
14.6;1708.784;38.8;22.82;15.74;66.94;-7.76;-8.43;1.06;180;-11.86;21.22;22.79;14.98
